team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Netherlands National Team,Netherlands,2024/2025,Netherlands,8,4,4,0,2,2,0,5,2,3,1,0,1,1.38,2,0.75,2,0,0,20,18,12,6,30,19,11,13,5,6,6,7,-1,40,28,72,60,60,60,1,1,0,6,3,3,1,0,1,4,3,1,39,24,15,11,5,6,58,57,59,90,53,37,44,28,16,46,25,21,81,41,40,7,6,1,6,4,2,1,2,-1,3,2,1,2,1,1,3,1,2,1.38,1.75,1,3.75,4.75,2.75,2.25,3.25,1.25,1.5,1.5,1.5,1.63,2.5,0.75,0.88,1.5,0.25,0.75,1,0.5,8,7,5,5,2,2,4,4,4,4,1,1,4,3,1,1,1,1,0,1,3,3,6,6,0,0,0,0,3,3,0,1,3,3,3,3,100,88,63,63,25,25,100,100,100,100,25,25,100,75,25,25,25,25,0,12,37,37,75,75,0,0,0,0,75,75,0,25,75,75,75,75,7,4,2,4,4,2,3,0,0,88,50,25,100,100,50,75,0,0,25,50,0,0,13,25,0,75,75,75,13,0,25,50,75,25,3,1,2,38,25,50,3,0,3,38,0,75,3,3,0,38,75,0,38,50,25,25,25,25,38,25,50,4.88,6.00,3.75,1.38,1.25,1.50,75,50,38,25,25,13,13,13,1.50,1.72,1.29,1.23,1.27,1.20,63,1,1,3,0,4,2,1,1,4,2,0,1,2,1,0,3,1,1,63,50,75,13,0,25,13
Slovakia National Team,Slovakia,2024/2025,Slovakia,8,4,4,0,4,2,2,2,2,0,2,0,2,1.75,2,1.5,2,0,0,13,10,6,4,16,7,9,5,5,2,4,3,1,72,72,72,120,180,90,4,3,1,3,1,2,2,1,1,4,2,2,46,24,22,17,5,12,54,53,55,99,47,52,43,26,17,56,21,35,94,48,46,5,3,2,4,2,2,1,1,0,1,1,0,6,2,4,1,1,0,1.13,1.25,1,2,1.75,2.25,1.25,1.25,1.25,0.75,0.5,1,1.13,1.25,1,0.63,0.75,0.5,0.5,0.5,0.5,7,4,3,2,0,0,3,2,1,1,0,0,4,2,2,1,0,0,1,4,5,6,8,8,1,2,3,3,4,4,0,2,2,3,4,4,88,50,38,25,0,0,75,50,25,25,0,0,100,50,50,25,0,0,12,50,62,75,100,100,25,50,75,75,100,100,0,50,50,75,100,100,4,4,1,2,2,1,2,2,0,50,50,13,50,50,25,50,50,0,50,50,50,17,50,75,25,38,25,50,25,25,25,50,50,50,5,3,2,63,75,50,4,2,2,50,50,50,3,1,2,38,25,50,13,25,0,75,50,100,13,25,0,5.75,6.00,5.50,2.13,1.25,3.00,88,88,63,63,50,38,25,0,1.53,1.55,1.51,1.17,0.90,1.43,63,0,2,2,0,1,0,1,3,1,1,0,1,2,1,0,0,0,0,25,50,0,25,0,50,0
France National Team,France,2024/2025,France,10,4,6,0,6,2,4,1,1,0,3,1,2,1.9,1.75,2,1,0,0,3,20,13,7,33,8,25,5,15,3,10,2,5,45,72,36,69,120,54,4,3,1,5,1,4,2,1,1,7,3,4,68,31,37,23,6,17,57,59,55,156,72,84,65,28,37,91,44,47,114,43,71,8,2,6,8,1,7,0,1,-1,4,1,3,4,3,1,2,0,2,1.6,1.5,1.67,3.3,2,4.17,2,1.25,2.5,1.3,0.75,1.67,1.6,0.75,2.17,0.8,0.5,1,0.8,0.25,1.17,9,9,5,4,2,1,3,3,1,1,0,0,6,6,4,3,2,1,1,1,5,6,8,9,1,1,3,3,4,4,0,0,2,3,4,5,90,90,50,40,20,10,75,75,25,25,0,0,100,100,67,50,33,17,10,10,50,60,80,90,25,25,75,75,100,100,0,0,33,50,67,83,8,6,2,2,1,0,6,5,2,80,60,20,50,25,0,100,83,33,60,50,67,2,40,75,17,50,25,67,20,25,17,70,75,67,4,3,1,40,75,17,4,2,2,40,50,33,4,1,3,40,25,50,40,25,50,40,75,17,20,0,33,6.80,7.75,6.17,2.3,1.5,2.83,90,80,70,60,50,50,30,20,1.90,2.27,1.66,1.10,0.79,1.32,80,3,0,2,2,1,3,2,2,5,0,0,5,1,2,3,1,1,0,10,25,0,30,25,33,20
Croatia National Team,Croatia,2024/2025,Croatia,8,4,4,0,3,3,0,2,1,1,3,0,3,1.38,2.5,0.25,2,0,0,22,10,10,0,20,8,12,6,4,2,8,4,-4,72,60,90,72,180,45,2,2,0,4,2,2,2,0,2,2,2,0,36,19,17,23,7,16,48,48,47,86,50,36,41,25,16,45,25,20,89,43,46,7,3,4,6,2,4,1,1,0,2,1,1,4,2,2,2,1,1,1.25,1.25,1.25,2.5,2,3,1.25,1.5,1,1.25,0.5,2,1.63,1.25,2,0.88,0.75,1,0.75,0.5,1,8,6,3,1,1,1,4,3,1,0,0,0,4,3,2,1,1,1,0,2,5,7,7,7,0,1,3,4,4,4,0,1,2,3,3,3,100,75,38,13,13,13,100,75,25,0,0,0,100,75,50,25,25,25,0,25,62,87,87,87,0,25,75,100,100,100,0,25,50,75,75,75,5,4,2,3,2,0,2,2,2,63,50,25,75,50,0,50,50,50,38,75,0,40,25,50,0,50,50,50,25,0,50,25,50,0,4,2,2,50,50,50,4,2,2,50,50,50,3,1,2,38,25,50,25,25,25,50,50,50,25,25,25,4.50,4.75,4.25,2.88,1.75,4.00,75,75,75,75,63,63,25,13,1.38,1.58,1.19,1.44,1.18,1.71,75,0,1,3,1,2,1,2,0,0,2,0,0,3,1,1,1,1,1,25,25,25,38,0,75,13
Malta National Team,Malta,2024/2025,Malta,4,2,2,0,2,1,1,1,1,0,1,0,1,1.75,2,1.5,2,0,0,33,2,2,0,4,1,3,1,1,0,2,1,-1,180,180,180,180,0,90,3,2,1,0,0,0,2,1,1,2,1,1,9,5,4,11,7,4,54,60,49,27,15,12,12,7,5,15,8,7,47,16,31,1,0,1,2,0,2,-1,0,-1,1,0,1,2,2,0,1,0,1,1.25,1,1.5,1,0.5,1.5,0.5,0.5,0.5,0.5,0,1,0.75,0,1.5,0.25,0,0.5,0.5,0,1,3,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,3,4,4,4,4,1,2,2,2,2,2,0,1,2,2,2,2,75,25,0,0,0,0,50,0,0,0,0,0,100,50,0,0,0,0,25,75,100,100,100,100,50,100,100,100,100,100,0,50,100,100,100,100,2,1,0,0,0,0,2,1,0,50,25,0,0,0,0,100,50,0,50,50,50,50,75,100,50,0,0,0,50,50,50,50,50,50,3,2,1,75,100,50,3,2,1,75,100,50,0,0,0,0,0,0,25,0,50,50,100,0,25,0,50,2.25,2.50,2.00,2.75,3.5,2.00,50,0,0,0,0,0,0,0,0.87,0.96,0.78,0.95,0.78,1.13,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,25,50,0,25,0,50,0
Denmark National Team,Denmark,2024/2025,Denmark,8,4,4,0,3,3,0,2,0,2,3,1,2,1.38,2.25,0.5,2,0,0,24,10,10,0,20,8,12,6,4,2,8,4,-4,72,60,90,72,180,45,4,3,1,3,1,2,2,0,2,4,3,1,47,28,19,20,10,10,46,50,42,78,50,28,37,23,14,41,27,14,92,41,51,2,1,1,4,1,3,-2,0,-2,1,1,0,4,2,2,3,1,2,0.88,1.25,0.5,2.5,2,3,1.25,1.5,1,1.25,0.5,2,0.75,0.5,1,0.25,0.25,0.25,0.5,0.25,0.75,7,5,3,2,1,1,4,3,1,0,0,0,3,2,2,2,1,1,1,3,5,6,7,7,0,1,3,4,4,4,1,2,2,2,3,3,88,63,38,25,13,13,100,75,25,0,0,0,75,50,50,50,25,25,12,37,62,75,87,87,0,25,75,100,100,100,25,50,50,50,75,75,4,1,1,2,0,0,2,1,1,50,13,13,50,0,0,50,25,25,38,75,0,40,50,75,25,38,25,50,25,0,50,50,75,25,5,3,2,63,75,50,6,3,3,75,75,75,1,0,1,13,0,25,13,25,0,50,50,50,38,25,50,5.88,7.00,4.75,2.5,2.5,2.50,100,88,75,75,50,38,38,25,1.24,1.52,0.96,1.47,0.88,2.06,50,0,0,1,1,0,1,2,2,3,0,1,1,1,1,1,0,2,1,25,0,50,38,25,50,13
Turkey National Team,Turkey,2024/2025,Turkey,8,4,4,0,5,3,2,2,1,1,1,0,1,2.13,2.5,1.75,2,0,0,8,15,7,8,22,9,13,7,8,2,5,5,3,48,51,45,102,180,72,4,2,2,4,2,2,2,1,1,4,3,1,39,22,17,23,6,17,58,64,53,104,58,46,45,22,23,59,36,23,100,52,48,5,2,3,5,2,3,0,0,0,1,0,1,5,4,1,2,0,2,1,1,1,2.75,2.25,3.25,1.88,1.75,2,0.88,0.5,1.25,1.25,1,1.5,0.63,0.5,0.75,0.63,0.5,0.75,6,5,5,4,1,1,3,2,2,2,0,0,3,3,3,2,1,1,2,3,3,4,7,7,1,2,2,2,4,4,1,1,1,2,3,3,75,63,63,50,13,13,75,50,50,50,0,0,75,75,75,50,25,25,25,37,37,50,87,87,25,50,50,50,100,100,25,25,25,50,75,75,5,4,1,2,2,0,3,2,1,63,50,13,50,50,0,75,50,25,63,75,50,18,50,50,50,50,50,50,25,25,25,50,75,25,4,2,2,50,50,50,4,2,2,50,50,50,3,2,1,38,50,25,13,0,25,63,100,25,25,0,50,4.88,5.50,4.25,2.88,1.5,4.25,75,38,38,38,25,0,0,0,1.58,1.73,1.44,1.00,0.81,1.19,100,2,0,0,3,0,1,4,1,4,1,0,2,1,1,0,0,1,1,25,25,25,13,0,25,0
Bosnia-Herzegovina National Team,Bosnia-Herzegovina,2024/2025,Bosnia and Herzegovina,6,3,3,0,0,0,0,2,1,1,4,2,2,0.33,0.33,0.33,4,0,0,47,4,17,-13,21,7,14,2,2,5,12,-3,-10,134,134,134,32,54,23,1,0,1,3,2,1,3,1,2,0,0,0,12,10,2,15,9,6,36,43,29,35,20,15,15,7,8,20,13,7,74,37,37,1,0,1,9,4,5,-8,-4,-4,0,0,0,1,0,1,5,3,2,0.17,0,0.33,3.5,2.33,4.67,0.67,0.67,0.67,2.83,1.67,4,1.67,1.33,2,0.17,0,0.33,1.5,1.33,1.67,5,5,3,2,2,2,3,3,1,0,0,0,2,2,2,2,2,2,1,1,3,4,4,4,0,0,2,3,3,3,1,1,1,1,1,1,83,83,50,33,33,33,100,100,33,0,0,0,67,67,67,67,67,67,17,17,50,67,67,67,0,0,67,100,100,100,33,33,33,33,33,33,5,3,2,3,1,0,2,2,2,83,50,33,100,33,0,67,67,67,0,0,0,21,17,0,33,50,67,33,50,33,67,0,0,0,1,0,1,17,0,33,5,3,2,83,100,67,1,0,1,17,0,33,0,0,0,17,0,33,83,100,67,2.00,3.33,0.67,2.5,3,2.00,67,50,33,33,33,17,17,17,0.73,0.86,0.60,1.66,1.13,2.19,100,0,0,1,0,0,0,2,1,0,1,1,3,3,3,2,1,1,2,33,33,33,67,67,67,0
Lithuania National Team,Lithuania,2024/2025,Lithuania,6,3,3,0,0,0,0,0,0,0,6,3,3,0,0,0,4,0,0,53,4,11,-7,15,7,8,2,2,5,6,-3,-4,134,134,134,49,54,45,0,0,0,4,2,2,2,1,1,1,1,0,16,7,9,12,6,6,54,55,53,51,21,30,21,7,14,30,14,16,100,48,52,2,1,1,6,3,3,-4,-2,-2,0,0,0,2,1,1,4,2,2,0.33,0.33,0.33,2.5,2.33,2.67,0.67,0.67,0.67,1.83,1.67,2,1.33,1.33,1.33,0.33,0.33,0.33,1,1,1,6,4,4,1,0,0,3,2,2,0,0,0,3,2,2,1,0,0,0,2,2,5,6,6,0,1,1,3,3,3,0,1,1,2,3,3,100,67,67,17,0,0,100,67,67,0,0,0,100,67,67,33,0,0,0,33,33,83,100,100,0,33,33,100,100,100,0,33,33,67,100,100,6,2,0,3,1,0,3,1,0,100,33,0,100,33,0,100,33,0,0,0,0,5,0,0,0,67,67,67,33,33,33,17,33,0,0,0,0,0,0,0,4,2,2,67,67,67,2,1,1,33,33,33,0,0,0,33,33,33,67,67,67,2.67,2.33,3.00,2,2,2.00,67,33,33,0,0,0,0,0,1.07,0.85,1.29,1.13,1.04,1.21,50,1,0,0,1,1,0,0,0,1,2,3,0,1,0,0,3,0,2,0,0,0,100,100,100,0
Scotland National Team,Scotland,2024/2025,Scotland,8,4,4,0,3,1,2,1,1,0,4,2,2,1.25,1,1.5,3,0,0,27,8,11,-3,19,9,10,3,5,6,5,-3,0,90,120,72,65,60,72,3,2,1,4,1,3,2,2,0,5,1,4,28,12,16,12,3,9,48,50,45,60,30,30,25,12,13,35,18,17,81,47,34,4,0,4,5,4,1,-1,-4,3,3,0,3,3,2,1,2,2,0,1.5,0.5,2.5,2.38,2.25,2.5,1,0.75,1.25,1.38,1.5,1.25,1.13,1,1.25,0.5,0,1,0.63,1,0.25,7,5,5,1,1,0,3,2,2,1,1,0,4,3,3,0,0,0,1,3,3,7,7,8,1,2,2,3,3,4,0,1,1,4,4,4,88,63,63,13,13,0,75,50,50,25,25,0,100,75,75,0,0,0,12,37,37,87,87,100,25,50,50,75,75,100,0,25,25,100,100,100,6,3,0,2,2,0,4,1,0,75,38,0,50,50,0,100,25,0,38,25,50,-17,38,50,25,50,25,75,25,50,0,63,25,100,5,2,3,63,50,75,4,4,0,50,100,0,1,0,1,13,0,25,38,0,75,38,50,25,25,50,0,3.50,3.00,4.00,1.5,0.75,2.25,63,63,63,50,38,25,25,13,0.94,0.96,0.92,1.64,1.28,2.00,63,2,0,0,2,1,0,0,1,2,1,1,0,1,3,2,1,0,2,13,25,0,50,50,50,13
Faroe Islands National Team,Faroe Islands,2024/2025,Faroe Islands,6,3,3,0,1,0,1,3,3,0,2,0,2,1,1,1,3,0,0,40,5,6,-1,11,8,3,4,1,4,2,0,-1,108,68,273,90,68,134,1,0,1,3,3,0,2,0,2,4,3,1,20,13,7,10,5,5,42,46,38,41,27,14,17,11,6,24,16,8,57,37,20,4,3,1,1,1,0,3,2,1,3,2,1,3,1,2,0,0,0,2,2.33,1.67,1.83,2.67,1,0.83,1.33,0.33,1,1.33,0.67,0.83,1.33,0.33,0.67,1,0.33,0.17,0.33,0,6,3,1,1,0,0,3,3,1,1,0,0,3,0,0,0,0,0,0,3,5,5,6,6,0,0,2,2,3,3,0,3,3,3,3,3,100,50,17,17,0,0,100,100,33,33,0,0,100,0,0,0,0,0,0,50,83,83,100,100,0,0,67,67,100,100,0,100,100,100,100,100,4,1,0,3,1,0,1,0,0,67,17,0,100,33,0,33,0,0,17,0,33,14,17,0,33,50,100,0,33,0,67,67,100,33,5,2,3,83,67,100,2,0,2,33,0,67,1,1,0,17,33,0,50,67,33,50,33,67,0,0,0,3.33,4.33,2.33,1.67,1.67,1.67,83,50,33,33,33,33,33,17,0.98,1.25,0.71,1.47,1.33,1.62,17,1,0,0,3,0,0,0,0,1,0,0,0,0,2,0,3,0,1,50,100,0,33,0,67,17
Kazakhstan National Team,Kazakhstan,2024/2025,Kazakhstan,6,3,3,0,0,0,0,1,1,0,5,2,3,0.17,0.33,0,4,0,0,50,0,15,-15,15,3,12,0,0,3,12,-3,-12,0,0,0,36,90,23,1,1,0,0,0,0,6,3,3,0,0,0,13,7,6,17,11,6,38,39,38,23,13,10,7,4,3,16,9,7,80,36,44,0,0,0,8,2,6,-8,-2,-6,0,0,0,2,2,0,4,1,3,0.33,0.67,0,2.5,1,4,0,0,0,2.5,1,4,1.33,0.67,2,0,0,0,1.33,0.67,2,5,4,3,2,1,0,2,1,0,0,0,0,3,3,3,2,1,0,1,2,3,4,5,6,1,2,3,3,3,3,0,0,0,1,2,3,83,67,50,33,17,0,67,33,0,0,0,0,100,100,100,67,33,0,17,33,50,67,83,100,33,67,100,100,100,100,0,0,0,33,67,100,4,3,1,1,1,0,3,2,1,67,50,17,33,33,0,100,67,33,0,0,0,30,17,33,0,0,0,0,100,100,100,0,0,0,2,2,0,33,67,0,6,3,3,100,100,100,0,0,0,0,0,0,0,0,0,33,67,0,67,33,100,2.17,2.33,2.00,2.83,3.67,2.00,67,67,67,50,50,50,50,33,0.50,0.53,0.48,1.91,1.61,2.22,83,0,0,0,0,0,0,0,0,0,1,1,4,1,1,3,1,3,0,17,33,0,83,67,100,17
