team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Bolivia National Team,Bolivia,2025,Bolivia,4,1,3,0,1,1,0,0,0,0,3,0,3,0.75,3,0,0,0,0,126,1,8,-7,9,1,8,1,0,0,8,1,-8,360,90,0,45,0,34,1,1,0,0,0,0,3,0,3,1,1,0,17,5,12,4,1,3,51,60,48,50,14,36,15,7,8,35,7,28,38,0,38,0,0,0,3,0,3,-3,0,-3,0,0,0,2,1,1,2,0,2,0.5,1,0.33,2.25,1,2.67,0.25,1,0,2,0,2.67,0.75,0,1,0,0,0,0.75,0,1,4,3,2,0,0,0,1,0,0,0,0,0,3,3,2,0,0,0,0,1,2,4,4,4,0,1,1,1,1,1,0,0,1,3,3,3,100,75,50,0,0,0,100,0,0,0,0,0,100,100,67,0,0,0,0,25,50,100,100,100,0,100,100,100,100,100,0,0,33,100,100,100,2,1,0,0,0,0,2,1,0,50,25,0,0,0,0,67,33,0,25,100,0,200,25,100,0,0,0,0,75,0,100,25,100,0,2,1,1,50,100,33,4,1,3,100,100,100,0,0,0,0,0,0,0,0,0,50,100,33,50,0,67,4.25,5.00,4.00,1,1,1.00,50,25,25,25,25,25,25,0,1.28,1.69,1.15,1.36,1.10,1.44,25,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,2,1,0,0,0,75,0,100,0
Turks and Caicos Islands National Team,Turks and Caicos Islands,2025,Turks and Caicos Islands,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,159,1,1,0,2,0,2,0,1,0,1,0,0,90,0,90,90,0,90,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0
Botswana National Team,Botswana,2025,Botswana,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,100,0,0,0,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0
Malawi National Team,Malawi,2025,Malawi,4,1,3,0,2,0,2,2,1,1,0,0,0,2,1,2.33,0,0,0,31,3,0,3,3,0,3,0,3,0,0,0,3,120,0,90,0,0,0,4,1,3,0,0,0,2,1,1,2,0,2,4,0,4,0,0,0,49,0,49,10,0,10,4,0,4,6,0,6,11,0,11,2,0,2,0,0,0,2,0,2,2,0,2,2,1,1,0,0,0,2,1,2.33,0.75,0,1,0.75,0,1,0,0,0,0.5,0,0.67,0.5,0,0.67,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,3,4,4,4,4,1,1,1,1,1,1,1,2,3,3,3,3,50,25,0,0,0,0,0,0,0,0,0,0,67,33,0,0,0,0,50,75,100,100,100,100,100,100,100,100,100,100,33,67,100,100,100,100,2,0,0,0,0,0,2,0,0,50,0,0,0,0,0,67,0,0,50,0,67,0,100,100,100,0,0,0,50,100,33,50,0,67,4,1,3,100,100,100,2,1,1,50,100,33,0,0,0,0,0,0,50,0,67,50,100,33,0,0,0,2.00,0.00,2.00,0,0,0.00,50,50,50,0,0,0,0,0,0.38,0.00,1.38,0.40,0.00,1.40,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,50,100,33,0,0,0,0
US Virgin Islands,US Virgin Islands,2025,US Virgin Islands,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,0,0,138,2,5,-3,7,2,5,1,1,1,4,0,-3,90,90,90,36,90,23,0,0,0,2,1,1,0,0,0,0,0,0,4,0,4,0,0,0,46,0,46,11,0,11,4,0,4,7,0,7,0,0,0,0,0,0,3,0,3,-3,0,-3,0,0,0,0,0,0,1,0,1,0,0,0,3.5,2,5,1,1,1,2.5,1,4,3,0,3,0,0,0,3,0,3,2,2,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,2,0,0,1,1,1,1,0,0,0,0,0,1,100,100,50,50,50,0,100,100,0,0,0,0,100,100,100,100,100,0,0,0,50,50,50,100,0,0,100,100,100,100,0,0,0,0,0,100,1,1,1,0,0,0,1,1,1,100,100,100,0,0,0,100,100,100,0,0,0,30,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,4.00,0.00,4.00,0,0,0.00,100,100,100,100,100,100,100,0,0.37,0.00,1.37,1.03,0.00,2.03,100,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,50,100,0,50,0,100,0
Venezuela National Team,Venezuela,2025,Venezuela,4,2,2,0,1,1,0,0,0,0,3,1,2,0.75,1.5,0,0,0,0,114,2,6,-4,8,3,5,1,1,2,4,-1,-3,180,180,180,60,90,45,1,1,0,1,0,1,2,1,1,1,1,0,12,7,5,7,4,3,48,63,33,36,20,16,12,8,4,24,12,12,52,32,20,1,1,0,4,1,3,-3,0,-3,1,1,0,0,0,0,3,1,2,0.75,1.5,0,2,1.5,2.5,0.5,0.5,0.5,1.5,1,2,1.25,1,1.5,0.25,0.5,0,1,0.5,1.5,4,2,1,1,0,0,2,1,0,0,0,0,2,1,1,1,0,0,0,2,3,3,4,4,0,1,2,2,2,2,0,1,1,1,2,2,100,50,25,25,0,0,100,50,0,0,0,0,100,50,50,50,0,0,0,50,75,75,100,100,0,50,100,100,100,100,0,50,50,50,100,100,4,1,0,2,0,0,2,1,0,100,25,0,100,0,0,100,50,0,25,50,0,17,25,50,0,25,0,50,50,50,50,25,50,0,1,1,0,25,50,0,3,1,2,75,50,100,0,0,0,0,0,0,25,50,0,0,0,0,75,50,100,3.00,3.50,2.50,1.75,2,1.50,75,75,75,25,25,25,0,0,1.03,1.14,0.92,1.72,1.04,2.41,50,0,0,0,1,0,0,1,0,0,0,0,1,3,0,0,1,0,1,0,0,0,75,50,100,0
Indonesia National Team,Indonesia,2025,Indonesia,2,2,0,0,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0,70,6,0,6,6,6,0,6,0,0,0,6,0,30,30,0,0,0,0,2,2,0,0,0,0,1,1,0,1,1,0,13,13,0,3,3,0,32,32,0,30,30,0,8,8,0,22,22,0,0,0,0,4,4,0,0,0,0,4,4,0,1,1,0,1,1,0,0,0,0,2,2,0,3,3,0,3,3,0,0,0,0,2,2,0,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,50,50,50,50,50,50,0,0,0,50,50,0,0,100,100,0,0,0,0,50,50,0,50,50,0,2,2,0,100,100,0,1,1,0,50,50,0,0,0,0,0,0,0,50,50,0,50,50,0,0,0,0,6.50,6.50,0.00,1.5,1.5,0.00,50,50,50,50,50,0,0,0,1.44,1.94,0.00,0.07,0.57,0.00,150,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0
Kuwait National Team,Kuwait,2025,Kuwait,5,3,2,0,1,1,0,2,1,1,2,1,1,1,1.33,0.5,0,0,0,68,8,10,-2,18,12,6,6,2,6,4,0,-2,56,45,90,45,45,45,0,0,0,3,2,1,2,1,1,0,0,0,11,9,2,1,0,1,49,46,57,31,25,6,19,15,4,12,10,2,18,11,7,0,0,0,6,4,2,-6,-4,-2,0,0,0,0,0,0,4,3,1,0,0,0,3.6,4,3,1.6,2,1,2,2,2,1.5,1.33,2,0,0,0,1.5,1.33,2,5,4,3,3,1,1,3,2,2,2,1,1,2,2,1,1,0,0,0,1,2,2,4,4,0,1,1,1,2,2,0,0,1,1,2,2,100,80,60,60,20,20,100,67,67,67,33,33,100,100,50,50,0,0,0,20,40,40,80,80,0,33,33,33,67,67,0,0,50,50,100,100,4,2,0,3,1,0,1,1,0,100,50,0,100,33,0,100,100,0,20,33,0,0,0,0,0,60,67,50,40,33,50,0,0,0,0,0,0,0,0,0,4,3,1,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,2.75,3.00,2.00,0.5,0,1.00,75,50,50,50,50,50,50,25,1.15,1.28,0.91,2.17,2.69,1.13,160,0,0,0,0,1,1,3,0,1,2,1,0,1,2,1,0,0,1,40,33,50,40,33,50,0
Myanmar National Team,Myanmar,2025,Myanmar,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,155,1,1,0,2,0,2,0,1,0,1,0,0,90,0,90,90,0,90,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0
Uruguay National Team,Uruguay,2025,Uruguay,4,1,3,0,2,1,1,1,0,1,1,0,1,1.75,3,1.33,0,0,0,37,4,6,-2,10,1,9,1,3,0,6,1,-3,90,90,90,60,0,45,2,1,1,2,0,2,1,0,1,2,1,1,14,3,11,10,1,9,56,67,52,36,11,25,9,1,8,27,10,17,59,17,42,1,0,1,4,0,4,-3,0,-3,0,0,0,3,1,2,1,0,1,0.75,1,0.67,2.5,1,3,1,1,1,1.5,0,2,1.25,0,1.67,0.25,0,0.33,1,0,1.33,3,2,2,1,1,1,1,0,0,0,0,0,2,2,2,1,1,1,1,2,2,3,3,3,0,1,1,1,1,1,1,1,1,2,2,2,75,50,50,25,25,25,100,0,0,0,0,0,67,67,67,33,33,33,25,50,50,75,75,75,0,100,100,100,100,100,33,33,33,67,67,67,1,1,1,0,0,0,1,1,1,25,25,25,0,0,0,33,33,33,50,100,33,50,50,100,33,50,0,67,25,0,33,50,100,33,3,1,2,75,100,67,3,1,2,75,100,67,1,0,1,25,0,33,0,0,0,75,100,67,25,0,33,4.67,3.00,5.50,2.5,1,3.00,67,67,33,33,33,33,0,0,1.03,1.11,1.00,1.12,0.93,1.18,125,0,0,0,0,1,3,0,0,0,0,2,0,1,1,0,1,0,1,25,0,33,25,0,33,0
Cuba National Team,Cuba,2025,Cuba,5,1,4,0,2,1,1,0,0,0,3,0,3,1.2,3,0.75,0,0,0,61,4,10,-6,14,2,12,2,2,0,10,2,-8,113,45,180,45,0,36,2,1,1,0,0,0,3,0,3,2,1,1,10,5,5,0,0,0,46,50,44,13,0,13,9,3,6,4,-3,7,10,10,0,3,1,2,5,0,5,-2,1,-3,2,1,1,1,0,1,2,0,2,1.4,3,1,2.8,2,3,0.8,2,0.5,2,0,2.5,1.6,1,1.75,0.6,1,0.5,1,0,1.25,5,4,1,1,1,1,1,1,0,0,0,0,4,3,1,1,1,1,0,1,4,4,4,4,0,0,1,1,1,1,0,1,3,3,3,3,100,80,20,20,20,20,100,100,0,0,0,0,100,75,25,25,25,25,0,20,80,80,80,80,0,0,100,100,100,100,0,25,75,75,75,75,4,3,1,1,0,0,3,3,1,80,60,20,100,0,0,75,75,25,40,100,25,125,40,100,25,0,0,0,60,0,75,40,100,25,3,1,2,60,100,50,3,0,3,60,0,75,0,0,0,0,0,0,40,100,25,20,0,25,40,0,50,3.33,5.00,2.50,0,0,0.00,67,0,0,0,0,0,0,0,0.35,0.00,0.85,0.27,0.00,0.77,40,0,0,0,1,2,1,0,0,0,1,1,1,0,2,0,0,2,3,0,0,0,60,0,75,0
Palestine National Team,Palestine,2025,Palestine,5,0,5,0,1,0,1,0,0,0,4,0,4,0.6,0,0.6,0,0,0,115,2,9,-7,11,0,11,0,2,0,9,0,-7,225,0,225,50,0,50,1,0,1,1,0,1,3,0,3,1,0,1,9,0,9,0,0,0,43,0,43,16,0,16,4,0,4,12,0,12,22,0,22,2,0,2,8,0,8,-6,0,-6,1,0,1,0,0,0,4,0,4,0.6,0,0.6,2.2,0,2.2,0.4,0,0.4,1.8,0,1.8,2,0,2,0.4,0,0.4,1.6,0,1.6,5,3,3,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,2,2,5,5,5,0,0,0,0,0,0,0,2,2,5,5,5,100,60,60,0,0,0,0,0,0,0,0,0,100,60,60,0,0,0,0,40,40,100,100,100,0,0,0,0,0,0,0,40,40,100,100,100,5,3,2,0,0,0,5,3,2,100,60,40,0,0,0,100,60,40,20,0,20,0,20,0,20,20,0,20,60,0,60,20,0,20,1,0,1,20,0,20,3,0,3,60,0,60,1,0,1,20,0,20,20,0,20,0,0,0,80,0,80,2.25,0.00,2.25,0,0,0.00,50,25,25,25,25,25,25,0,0.39,0.00,0.64,1.00,0.00,1.25,40,0,0,1,1,0,0,0,0,0,3,1,2,1,1,0,0,1,0,0,0,0,80,0,80,0
Algeria National Team,Algeria,2025,Algeria,5,3,2,0,4,3,1,0,0,0,1,0,1,2.4,3,1.5,0,0,0,9,12,5,7,17,8,9,7,5,1,4,6,1,38,39,36,90,273,45,3,2,1,2,1,1,0,0,0,4,3,1,21,10,11,7,0,7,51,50,53,42,15,27,27,17,10,15,-2,17,30,0,30,5,5,0,2,0,2,3,5,-2,3,3,0,1,0,1,1,0,1,2,3,0.5,3.4,2.67,4.5,2.4,2.33,2.5,1,0.33,2,1.4,1.67,1,1,1.67,0,0.4,0,1,5,5,2,2,1,1,3,3,1,1,0,0,2,2,1,1,1,1,0,0,3,3,4,4,0,0,2,2,3,3,0,0,1,1,1,1,100,100,40,40,20,20,100,100,33,33,0,0,100,100,50,50,50,50,0,0,60,60,80,80,0,0,67,67,100,100,0,0,50,50,50,50,4,2,1,3,1,1,1,1,0,80,40,20,100,33,33,50,50,0,80,100,50,32,60,67,50,40,33,50,0,0,0,80,100,50,4,3,1,80,100,50,2,0,2,40,0,100,0,0,0,0,0,0,60,100,0,20,0,50,20,0,50,4.20,3.33,5.50,2.33,0,3.50,80,80,20,20,20,0,0,0,1.19,1.08,1.36,0.86,0.69,1.13,100,0,1,1,1,2,1,1,3,2,0,1,0,1,1,1,0,0,1,0,0,0,20,0,50,0
Teca Universidad Tecnológica de Nezahualcóyotl,Toros Neza UTN,2025,Mexico,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,100,0,0,0,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0
Iceland National Team,Iceland,2025,Iceland,2,0,2,0,1,0,1,0,0,0,1,0,1,1.5,0,1.5,0,0,0,106,3,2,1,5,0,5,0,3,0,2,0,1,60,0,60,90,0,90,0,0,0,1,0,1,1,0,1,1,0,1,8,0,8,3,0,3,55,0,55,15,0,15,6,0,6,9,0,9,29,0,29,2,0,2,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1,1.5,0,1.5,2.5,0,2.5,1.5,0,1.5,1,0,1,2,0,2,1,0,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,1,1,1,2,2,100,50,50,50,0,0,0,0,0,0,0,0,100,50,50,50,0,0,0,50,50,50,100,100,0,0,0,0,0,0,0,50,50,50,100,100,2,1,1,0,0,0,2,1,1,100,50,50,0,0,0,100,50,50,50,0,50,0,0,0,0,50,0,50,50,0,50,50,0,50,0,0,0,0,0,0,1,0,1,50,0,50,1,0,1,50,0,50,50,0,50,0,0,0,50,0,50,4.00,0.00,4.00,1.5,0,1.50,100,50,50,50,50,0,0,0,0.36,0.00,0.86,0.85,0.00,1.35,100,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,50,0,50,0
Gibraltar National Team,Gibraltar,2025,Gibraltar,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,167,0,3,-3,3,3,0,0,0,3,0,-3,0,0,0,0,60,60,0,0,0,0,0,0,0,2,2,0,0,0,0,9,9,0,4,4,0,43,43,0,8,8,0,3,3,0,5,5,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,1.5,1.5,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,100,50,0,0,0,0,100,50,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,100,0,50,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,2,2,0,100,100,0,2,2,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,4.50,4.50,0.00,2,2,0.00,100,100,50,50,0,0,0,0,0.65,1.15,0.00,1.18,1.68,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,100,100,0,0
Belarus National Team,Belarus,2025,Belarus,4,2,2,0,3,1,2,0,0,0,1,1,0,2.25,1.5,3,0,0,0,22,12,5,7,17,10,7,5,7,5,0,0,7,30,36,26,72,36,0,2,0,2,2,2,0,0,0,0,3,1,2,19,5,14,5,1,4,48,45,50,47,16,31,21,8,13,26,8,18,32,16,16,2,2,0,3,3,0,-1,-1,0,1,1,0,2,0,2,1,1,0,1.25,1.5,1,4.25,5,3.5,3,2.5,3.5,1.25,2.5,0,1.25,2.5,0,0.5,1,0,0.75,1.5,0,4,4,3,3,3,0,2,2,2,2,2,0,2,2,1,1,1,0,0,0,1,1,1,4,0,0,0,0,0,2,0,0,1,1,1,2,100,100,75,75,75,0,100,100,100,100,100,0,100,100,50,50,50,0,0,0,25,25,25,100,0,0,0,0,0,100,0,0,50,50,50,100,2,2,1,2,2,1,0,0,0,50,50,25,100,100,50,0,0,0,75,50,100,-59,50,0,100,50,100,0,0,0,0,75,50,100,3,1,2,75,50,100,3,1,2,75,50,100,0,0,0,0,0,0,25,50,0,50,0,100,25,50,0,4.75,2.50,7.00,1.67,1,2.00,50,25,25,25,25,25,25,25,1.61,1.23,2.00,1.16,1.23,1.08,175,0,0,1,1,1,2,1,2,4,0,0,2,1,0,1,0,1,0,0,0,0,25,50,0,25
